stim,estimate,RT
2,79.9166666666667,1.73335836499336
3,39.9166666666667,2.74999016409674
4,59.25,1.81687316360876
2,80.0833333333333,3.66691042599996
1,80.3333333333333,3.7666345075404
4,59.6666666666667,2.70862719875186
2,80,1.90854406399012
1,80,2.35014588497143
3,39.8333333333333,2.07524893387381
3,39.8333333333333,1.79993117719005
1,80.0833333333333,2.31685805338111
2,80.1666666666667,2.45822962870534
4,60.1666666666667,1.88339465804984
2,69.8333333333333,6.5832593502364
1,59.25,6.97449564625822
4,49.3333333333333,6.36582830561929
3,39.5,6.98355579579766
3,40.6666666666667,1.94992356505645
1,60.0833333333333,2.32510054003433
4,39.8333333333333,3.68322120404082
2,71.5,2.9166693751049
2,71,1.66692753191819
4,40.3333333333333,3.58366476049741
3,50.4166666666667,1.48357147622301
1,50.8333333333333,1.75824262920287
3,50.8333333333333,1.84177054235442
4,41.3333333333333,1.3584553698056
2,72.0833333333333,1.6587340822316
1,60.0833333333333,1.37485538371766
1,85,3.33091896225233
2,79.75,2.83046439872123
3,43.8333333333333,3.11362811707659
4,57.25,2.71359945386939
2,85.0833333333333,4.81224064990238
3,42.5833333333333,3.38044578222616
1,88.75,2.56454966121237
4,58.25,2.24807535287982
4,53.6666666666667,3.48039505635097
2,80.9166666666667,3.6301942497812
1,89,2.38133157027187
3,41.75,1.93108248112549
1,87.0833333333333,6.09496019789367
2,81.75,2.04812647988729
3,39.25,3.04720677735168
4,51,2.24830509617459
